Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Amenities;Square Feet;Price;Cleaning Fee;Availability 90;Review Scores Rating
Centro;Apartment;Entire home/apt;5;2.0;2.0;4.0;TV,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;72.0;25.0;39;94.0
Centro;Apartment;Entire home/apt;6;2.0;3.0;4.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;145.0;30.0;15;97.0
Chamberí;Apartment;Entire home/apt;4;2.0;2.0;2.0;TV,Cable TV,Internet,Wireless Internet,Kitchen,Doorman,Indoor fireplace,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;72.0;36.0;2;100.0
Fuencarral - El Pardo;Apartment;Entire home/apt;4;2.0;2.0;3.0;TV,Wireless Internet,Pool,Kitchen,Elevator in building,Family/kid friendly,Washer,Dryer,Essentials,Hair dryer,Iron,Laptop friendly workspace;;70.0;40.0;0;
Latina;Apartment;Private room;1;1.0;1.0;1.0;TV,Cable TV,Internet,Kitchen,Free parking on premises,Gym,Elevator in building,Heating,Washer;;12.0;;90;75.0
Carabanchel;Apartment;Private room;1;1.0;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;18.0;;90;
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Breakfast,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;55.0;;50;83.0
Chamberí;Apartment;Entire home/apt;6;2.0;2.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo;;195.0;30.0;38;
Salamanca;Apartment;Entire home/apt;4;2.0;2.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Doorman,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;149.0;47.0;19;95.0
Villaverde;Apartment;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Family/kid friendly,Washer,Essentials;;17.0;;90;
Centro;Apartment;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Washer,Smoke detector,First aid kit,Essentials,Shampoo,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;20.0;;0;80.0
Chamartín;Apartment;Entire home/apt;3;1.0;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;95.0;18.0;0;100.0
Ciudad Lineal;Apartment;Private room;1;1.0;1.0;1.0;Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Essentials,Shampoo,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;39.0;5.0;80;80.0
Chamberí;Apartment;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;19.0;35.0;6;93.0
Moratalaz;Apartment;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo;;20.0;;0;90.0
Moncloa - Aravaca;Apartment;Entire home/apt;3;1.0;0.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Essentials,Shampoo,translation missing: en.hosting_amenity_50;;54.0;;45;93.0
Chamberí;Bed & Breakfast;Private room;1;0.0;1.0;1.0;TV,Internet,Wireless Internet,Smoking allowed,Breakfast,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;33.0;25.0;90;68.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace;;86.0;18.0;39;94.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly;0.0;99.0;30.0;53;100.0
Centro;Apartment;Private room;1;5.0;1.0;1.0;TV,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;23.0;;10;80.0
Centro;Apartment;Entire home/apt;5;1.0;2.0;4.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit;;95.0;60.0;12;97.0
Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;65.0;39.0;46;98.0
Centro;Loft;Entire home/apt;2;1.0;0.0;2.0;TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;70.0;15.0;0;88.0
Tetuán;House;Entire home/apt;4;2.0;2.0;4.0;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;85.0;20.0;50;95.0
Centro;Apartment;Entire home/apt;8;1.0;3.0;5.0;Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;130.0;30.0;36;94.0
Chamartín;Apartment;Entire home/apt;4;2.0;2.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron;;98.0;40.0;5;
Retiro;Apartment;Entire home/apt;5;1.5;3.0;3.0;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Changing table,Crib,Room-darkening shades;;120.0;15.0;28;100.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;0.0;57.0;25.0;12;96.0
Centro;Apartment;Entire home/apt;6;1.0;2.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Suitable for events,Essentials,Iron,Laptop friendly workspace;;149.0;18.0;0;87.0
San Blas - Canillejas;Apartment;Entire home/apt;3;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;42.0;;6;100.0
Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,translation missing: en.hosting_amenity_50;;70.0;30.0;75;91.0
Puente de Vallecas;House;Private room;6;2.0;1.0;5.0;Internet,Wireless Internet,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer;;20.0;20.0;24;100.0
Moncloa - Aravaca;Apartment;Entire home/apt;3;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Doorman,Gym,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Laptop friendly workspace;;79.0;30.0;58;100.0
Barajas;Chalet;Private room;2;1.0;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Pets live on this property,Indoor fireplace,Heating,Family/kid friendly,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;;50.0;;34;100.0
Centro;Loft;Entire home/apt;2;1.0;0.0;1.0;Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials;;22.0;15.0;0;100.0
Salamanca;Apartment;Private room;1;1.0;1.0;2.0;TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;19.0;;4;92.0
Centro;Bed & Breakfast;Shared room;2;1.0;1.0;1.0;Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Suitable for events,Washer,Essentials,Hair dryer,Laptop friendly workspace;;24.0;;87;96.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;Wireless Internet,Air conditioning,Smoking allowed,Breakfast,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;55.0;;0;99.0
Centro;Condominium;Entire home/apt;3;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;70.0;40.0;58;93.0
Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Hair dryer,translation missing: en.hosting_amenity_50;;43.0;25.0;28;89.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;;32.0;10.0;13;80.0
Villa de Vallecas;Other;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Doorman,Gym,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;31.0;5.0;0;
Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;;58.0;15.0;69;78.0
Tetuán;Apartment;Entire home/apt;3;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad,Outlet covers;;51.0;7.0;75;
Moncloa - Aravaca;Apartment;Private room;2;1.0;1.0;1.0;;;712.0;;90;
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;60.0;;0;85.0
Centro;Loft;Private room;2;1.0;1.0;1.0;TV,Kitchen,Pets allowed,Washer;;20.0;;0;
Arganzuela;Condominium;Private room;1;2.0;1.0;1.0;Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Safety card,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;20.0;5.0;0;99.0
Salamanca;Apartment;Entire home/apt;6;2.0;2.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;136.0;50.0;28;90.0
Chamartín;Apartment;Entire home/apt;3;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Pets allowed,Gym,Elevator in building,Hot tub,Heating,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;120.0;50.0;59;100.0
Centro;Apartment;Entire home/apt;4;2.0;2.0;2.0;TV,Cable TV,Internet,Wireless Internet,Kitchen,Pets allowed,Doorman,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace;;125.0;;24;96.0
Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Washer,Dryer,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;16.0;;82;90.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;50.0;15.0;20;96.0
Puente de Vallecas;Apartment;Private room;1;1.0;1.0;1.0;translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;18.0;;90;
Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Doorman,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;50.0;;90;96.0
Chamartín;Apartment;Private room;2;1.0;1.0;1.0;Internet,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;35.0;;58;100.0
Carabanchel;Apartment;Entire home/apt;4;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron;;45.0;;0;78.0
Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer;;50.0;30.0;0;95.0
Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;30.0;15.0;64;
Centro;Loft;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance;;59.0;40.0;66;100.0
Chamberí;Apartment;Entire home/apt;2;1.0;1.0;2.0;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;48.0;15.0;3;93.0
Puente de Vallecas;Apartment;Private room;2;1.0;1.0;2.0;TV,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;20.0;;69;100.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;75.0;30.0;29;92.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;Wireless Internet,Kitchen,Smoking allowed,Doorman,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub;;25.0;15.0;36;60.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Shampoo;;85.0;;43;92.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo;40.0;70.0;;0;90.0
Villaverde;Apartment;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;0.0;16.0;;66;99.0
Centro;Apartment;Entire home/apt;3;1.0;1.0;3.0;TV,Internet,Wireless Internet,Kitchen,Heating,Essentials,Shampoo;;55.0;;70;90.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron;;63.0;26.0;11;100.0
Usera;Other;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Buzzer/wireless intercom,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;20.0;;42;97.0
Moncloa - Aravaca;Apartment;Private room;1;1.0;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private living room;;20.0;5.0;22;100.0
Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer;;25.0;;0;100.0
